"track_name","artist_name","track_uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
"Need to Know","Doja Cat","3Vi5XqYrmQgOYBajMWSvCi",0.664,0.609,1,-6.509,1,0.0707,0.304,0,0.0926,0.194,130.041,210560,4
"The Weekend - Funk Wav Remix","SZA","0P6AWOA4LG1XOctzaVu5tt",0.775,0.573,11,-4.933,1,0.0585,0.495,0,0.126,0.667,101.925,171806,4
"MONTERO (Call Me By Your Name)","Lil Nas X","67BtfxlNbhBmCDR2L2l8qd",0.61,0.508,8,-6.682,0,0.152,0.297,0,0.384,0.758,178.818,137876,4
"So Hot You're Hurting My Feelings","Caroline Polachek","5B6Kjha6RRIMWGN7zGsAaT",0.795,0.576,6,-4.971,1,0.0289,0.0787,1.01e-05,0.121,0.847,111.975,183861,4
"Woman","Doja Cat","6Uj1ctrBOjOas8xZXGqKk4",0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,172627,4
"telepatía","Kali Uchis","6tDDoYIxWvMLTdKpjFkc1B",0.653,0.524,11,-9.016,0,0.0502,0.112,0,0.203,0.553,83.97,160191,4
"Sunflower, Vol. 6","Harry Styles","6iYMfxznTBlcVOgRHab2W0",0.566,0.846,7,-6.904,0,0.035,0.000564,0.000795,0.121,0.86,160.02,221827,4
"Streets - Disclosure Remix","Doja Cat","4k6Emp6KJ4GNRyf6wUKODl",0.697,0.701,2,-7.426,1,0.142,0.393,0.0208,0.28,0.41,117.986,254280,4
"Rare","Selena Gomez","7HMmFQsKsljwTw8bS7lu19",0.838,0.545,5,-6.713,1,0.0706,0.208,8.01e-05,0.103,0.631,114.998,220590,4
"Cherry","Rina Sawayama","36RGU7buus2UUtrPZ78hkR",0.576,0.79,3,-3.463,1,0.0509,0.0129,4.69e-06,0.344,0.629,102.033,205224,4
"Say So / Like That (Mashup)","Doja Cat","4jBktGfTrKpGkPHV3PLaA0",0.61,0.761,11,-4.086,0,0.156,0.107,0,0.128,0.575,109.715,212567,4
"Dead To Me","Kali Uchis","6LOZws7T3jqZz78unPgFF9",0.675,0.761,4,-4.469,0,0.0466,0.432,0,0.102,0.428,119.001,199506,4
"Golden","Harry Styles","45S5WTQEGOB1VHr1Q4FuPl",0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,208907,4
"Say So - Snakehips Remix","Doja Cat","0YiILuIBfDyYTUmd9uLwcd",0.717,0.866,7,-6.269,1,0.0824,0.00291,9.26e-05,0.0462,0.748,117.979,200596,4
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix","Ariana Grande","2sQH02O2HBCPJCztBrCWNa",0.659,0.662,5,-5.768,1,0.434,0.211,0,0.228,0.704,109.957,182438,4
"Cyber Sex","Doja Cat","1ghvzmzpx2nnrbx7wtpMgo",0.917,0.657,8,-5.716,1,0.0921,0.318,3.62e-06,0.0754,0.818,131.03,165733,4
"Hungry Hippo","Tierra Whack","0WpDeBJ22LcwF4QoERQOTv",0.893,0.61,4,-5.691,0,0.0488,0.0227,0.00744,0.102,0.778,136.64,60000,4
"thank u, next","Ariana Grande","3e9HZxeyfWwjeyPAMmWSSQ",0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,207320,4
"Love Me Less (feat. Kim Petras)","MAX","3BaqaNqlr2BAOgtmamDqSV",0.743,0.847,11,-2.319,0,0.0931,0.0685,0,0.311,0.669,145.043,177670,4
"Good as Hell (feat. Ariana Grande)","Lizzo","2rjjNUYONZqC7wSd1i6OFq",0.668,0.892,5,-3.001,0,0.0645,0.298,0,0.735,0.478,95.927,159011,4
"Juicy","Doja Cat","7f5trao56t7sB7f14QDTmp",0.785,0.652,0,-2.607,1,0.0668,0.102,0,0.0697,0.484,170.024,203093,4
"7 rings","Ariana Grande","6ocbgoVGwYJhOv1GgI9NsF",0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,178627,4
"Girl in the Mirror","Bebe Rexha","2UcK3xgGDxPSyKzKqyPv0s",0.748,0.69,2,-3.053,1,0.0352,0.0615,0,0.296,0.513,106.966,158066,4
"WOW","Zara Larsson","7Hl6ugkpaxbkseHzSnqlxB",0.746,0.782,6,-4.815,0,0.162,0.515,0,0.0997,0.233,77.45,179091,4
"Up All Night","Khalid","1mpD5Q8IM32I4bF6eCpU74",0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00333,0.102,0.669,93.992,157220,4
"JOY FOR YOUTH (with Sir Chloe)","Sam Austins","7L6dDZgxFunFf7MlK96wXl",0.667,0.734,6,-6.133,1,0.0311,0.0473,0.00617,0.11,0.438,119.992,213348,4
"Cloud 9 (Slowed)","Rohan Saridena","6AqOQs7guYFyHrZH9Dc6vT",0.555,0.775,4,-9.813,0,0.0422,0.000614,0.00054,0.281,0.438,142.459,162221,4
"Not Angry","Chris James","720bDWggHx9KL3TzKZeM1c",0.853,0.314,5,-12.418,0,0.065,0.646,0.000211,0.107,0.679,123.974,199687,4
"never mind, let's break up","LANY","7HmYcLhoo4MVRSUVZSRIpg",0.658,0.74,7,-6.631,1,0.0331,0.0992,0,0.186,0.285,101.026,162316,4
"Cocoa Butter Kisses","Chance the Rapper","0aMHIW1lqrulVCx0LLlr6a",0.679,0.645,6,-7.777,0,0.222,0.0518,0,0.145,0.203,125.795,307188,4
"Casanova","Blake Rose","07E34p59doB7zhxtcNQLqK",0.573,0.755,11,-6.472,1,0.246,0.0249,1.08e-05,0.209,0.77,154.719,181043,4
"Behind the Clouds","yaeow","6l8mSWXw3Jy7TvM0r8W6LR",0.579,0.109,3,-16.129,1,0.0379,0.938,0.0344,0.108,0.276,134.98,160000,4
"Backseat Rider","Sara Kays","0nWhWuaLLCcJS0D19np9Cb",0.569,0.538,2,-9.003,1,0.0323,0.593,0,0.23,0.552,104.05,208091,4
"Monsters","Jon Caryl","5xArMrMPA1PuRmRWzZCGCC",0.434,0.321,1,-11.88,1,0.0913,0.818,0,0.294,0.26,83.643,191923,4
"broken","Jonah Kagen","3JE04xcSOB8zuUzzazuaDj",0.495,0.351,1,-11.966,1,0.0626,0.53,0,0.104,0.237,83.365,195402,4
"Real Life","Claire Rosinkranz","2RTrGUrkUrDdts1tYTLR2L",0.852,0.558,7,-7.583,1,0.0811,0.274,0,0.361,0.539,108.961,177329,4
"Spaces","Jaymes Young","3S73WiRmw3nowr7ZC6Bmkp",0.716,0.201,5,-13.747,1,0.0526,0.869,0.000149,0.079,0.273,111.949,227813,4
"Smaller Than This","Sara Kays","3cOM1ACbDWaFUIasTjebEh",0.566,0.369,1,-9.181,1,0.0249,0.793,0,0.109,0.205,105.993,208656,4
"Mess It Up","Gracie Abrams","0PLhwCmQ7cC3ThRGPn3HxF",0.765,0.582,0,-4.528,1,0.12,0.245,8.21e-05,0.154,0.36,132.992,171280,4
"Infinity","Jaymes Young","1SOClUWhOi8vHZYMz3GluK",0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,237720,4
"Omg Did She Call Him Baby?","Beth McCarthy","1VuRRvJqtf4qOTsaEckjvd",0.63,0.263,4,-9.194,1,0.0778,0.863,0,0.116,0.0897,72.236,195417,4
"minor","Gracie Abrams","1G9YZPtxUGfl1yVw7kq4yc",0.705,0.281,2,-7.991,1,0.0863,0.856,0,0.117,0.211,84.882,160507,4
"House With No Mirrors","Sasha Alex Sloan","3iPJ039BamX9MIVZQWEnnL",0.72,0.408,2,-11.725,1,0.0498,0.832,2.61e-06,0.0992,0.341,121.972,227613,4
"Safe & Sound","Hayd","1Es8OsKEcRR44xlsPDqNxC",0.718,0.0481,2,-20.692,1,0.0424,0.911,0.000569,0.0683,0.253,119.963,204000,4
"Lost In Between","yaeow","0rQV8yyM0fjQmZjlJnIR7Y",0.628,0.329,9,-13.577,1,0.104,0.8,0.0855,0.256,0.407,79.976,124500,4
"American Cliché","FINNEAS","2IFioAFD8QEIq17UwOaSFb",0.772,0.503,11,-7.603,0,0.0873,0.0732,0,0.0785,0.496,138.046,203389,4
"Hercules","Livingston","1NkMyeGVP0F9kzrvE68YMh",0.655,0.672,7,-3.247,1,0.145,0.106,0,0.129,0.528,129.937,208615,4
"If I Really Love You","Lexi Jayde","3l3lUyNu5zh6H6uByc5Xnr",0.498,0.241,0,-14.096,1,0.0324,0.776,2.51e-05,0.113,0.131,121.848,194754,4
"Let's Fall in Love for the Night (1964)","FINNEAS","6mKsslj1RDeGIWrAyqOmQE",0.422,0.15,5,-12.81,1,0.0636,0.984,8.25e-06,0.123,0.321,91.566,237033,1
"Hard Sometimes","Ruel","0D2xguFRqCF0OUqXCkqrpU",0.407,0.317,10,-7.895,1,0.0429,0.845,2.66e-06,0.139,0.216,81.899,269493,4
"fan behavior","Isaac Dunbar","2HWJELHnneoKGVe0mRFeeD",0.798,0.667,6,-6.008,1,0.0622,0.00766,0.000581,0.234,0.713,129.939,181853,4
"Hypochondriac","Sasha Alex Sloan","73E2CgQVoVnyjZo6b3NO9a",0.641,0.234,11,-12.34,1,0.037,0.867,0,0.0942,0.373,136.059,202453,4
"Flashbacks","Zach Hood","4SeZpWSgq1c8a0MY3iVy1f",0.55,0.448,11,-7.382,1,0.0314,0.879,0,0.0734,0.49,99.713,183000,4
"Strawberry Mentos","Leanna Firestone","3dm2hB5JuzTTYaAImXvwxh",0.405,0.372,9,-11.804,1,0.0369,0.512,1.73e-05,0.106,0.374,186.065,195323,4
"Ready Now","dodie","1xzIv4LPe57Lgz3ELDOdBE",0.69,0.051,7,-20.444,1,0.0421,0.962,0.205,0.126,0.318,110.099,181969,3
"More Like You","Orla Gartland","1UpFb9izAOYlcxWTOQzGf6",0.883,0.431,2,-10.128,1,0.0434,0.591,0.00039,0.104,0.768,127.949,219720,4
"If You Love Her","Forest Blakk","727Z2S2mtNH46CbP9EWPwY",0.286,0.445,6,-8.087,1,0.0347,0.355,0,0.114,0.278,50.827,217352,4
"Struck by Lightning (feat. Cavetown)","Sara Kays","3tAQPcaksoaVhCEMoPxZEJ",0.701,0.611,2,-9.743,1,0.033,0.396,0,0.553,0.748,128.07,154331,4
"Would You Be So Kind","dodie","3ZiuxcBeRanTjfHzVBuuQe",0.662,0.616,4,-9.621,1,0.206,0.156,0.000222,0.126,0.614,160.071,180952,4
"Gangnam Style","PI","5bkO6RcrHBuOO0juI6OREJ",0.744,0.827,11,-4.626,0,0.293,0.143,0,0.0898,0.745,131.935,220000,4
"parent song","Jeremy Zucker","39wbLcrAdwUCIE1ALJD2L8",0.598,0.349,7,-12.988,1,0.041,0.567,0.0025,0.111,0.276,95.844,263293,4
"say it over (feat. Cautious Clay)","Ruel","4jSE5cAaa5rwTyhDSXfwQN",0.438,0.315,2,-10.941,0,0.044,0.566,0,0.606,0.151,156.031,238500,4
"Pretending","Orla Gartland","1XFxLlYuWdebo6hgczaVDu",0.741,0.484,7,-7.698,1,0.0413,0.0443,0.00544,0.499,0.308,125.925,215695,4
"everything at once","MOTHICA","5ayBbdAswExnSnRifZBOUs",0.703,0.417,9,-7.341,0,0.0287,0.233,0,0.139,0.336,109.961,182730,4
"STAY (with Justin Bieber)","The Kid LAROI","5PjdY0CKGZdEuoNab3yDmX",0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,141806,4
"Teen Scene (ft. Buddy)","Maeta","3cyw3MYxhpCSPMawfqdFNk",0.335,0.744,11,-6.359,1,0.71,0.482,0,0.198,0.545,215.449,250362,4
"Cool to You","Teenage Priest","4TxuAw6GMHFPMv6NQeXm6l",0.623,0.642,1,-6.199,0,0.0308,0.0583,0.0148,0.288,0.584,171.027,197888,4
"BOYFREN","LoveLeo","3WmgMoWZ1E5yNyn2aUzWAr",0.846,0.364,1,-7.328,1,0.0602,0.246,0.011,0.0902,0.682,79.927,136956,4
"West Coast City","Tucker Rivera","5AmzmWV5W2cGE3pHesHMmS",0.607,0.199,10,-17.95,1,0.0644,0.902,0.000876,0.146,0.11,139.835,195429,4
"Room","Ethan Tasch","0qyIfrncrrZQlx2jaffhYm",0.834,0.48,7,-9.227,1,0.0309,0.689,0.0518,0.141,0.67,114.034,210777,4
"breeze","lullaboy","3AqBM4BqWDDC6QUg20wPhV",0.651,0.368,4,-10.34,1,0.25,0.408,0,0.276,0.205,76.072,167368,4
"Will He","Joji","7wvwXi9Z66dcH5t202vVkN",0.618,0.217,10,-15.372,1,0.0515,0.836,0.000163,0.538,0.0872,116.014,202103,4
"See You Again (feat. Kali Uchis)","Tyler, The Creator","7KA4W4McWYRpgf0fWsJZWB",0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387,4
"Let Me Know (I Wonder Why Freestyle)","Juice WRLD","3wwo0bJvDSorOpNfzEkfXx",0.635,0.537,7,-7.895,0,0.0832,0.172,0,0.418,0.383,125.028,215381,4
"difference (interlude)","XXXTENTACION","5itzep0nGnq7hxCfFNsTIR",0.593,0.0668,11,-15.268,0,0.0722,0.949,1.31e-05,0.194,0.19,102.456,76974,4
"Sad Nibba Hours","Papithbk","2TfoabXa0CbEwcqpxOn9z3",0.745,0.664,11,-5.476,0,0.235,0.322,0,0.851,0.526,121.083,150703,5
"Betrayed","Lil Xan","4vaxvNDaLSoD36iZX515ug",0.821,0.434,10,-9.194,0,0.118,0.434,0,0.128,0.241,120.012,187173,4
"YEAH RIGHT","Joji","1VGzxJnVQND7Cg5H5wGj14",0.672,0.588,1,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,174358,4
"Lo Que Siento","Cuco","3oyf4dalm17kzTE8LJDbgR",0.326,0.685,10,-5.576,1,0.179,0.503,0,0.427,0.409,86.882,312000,5
"HEARTEATER","XXXTENTACION","0MW5zwGXciXyVdFwQbvBq8",0.78,0.527,9,-4.702,0,0.0296,0.0563,0.000412,0.0437,0.588,99.986,136357,4
"Revenge","XXXTENTACION","5TXDeTFVRVY7Cvt0Dw4vWW",0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,120027,4
"worldstar money (interlude)","Joji","0baNzeUcPQnQSagpe8T0mD",0.577,0.387,7,-8.607,1,0.274,0.964,0.705,0.208,0.459,146.565,126312,1
"Stay","Post Malone","4H7WNRErSbONkM06blBoGc",0.507,0.48,5,-5.418,1,0.0266,0.449,0,0.147,0.35,86.046,204427,4
"Robbery","Juice WRLD","6Hj9jySrnFppAI0sEMCZpJ",0.685,0.692,2,-5.122,1,0.0457,0.328,0,0.153,0.578,159.966,240051,5
"what are you so afraid of","XXXTENTACION","57nOpVSc3j9o03Cr928ZM4",0.639,0.312,0,-9.902,1,0.0301,0.774,0.469,0.0857,0.347,103.369,150769,4
"Drama (feat. Drake)","Roy Woods","0PXp9QxBfSKGGpWUNaws2X",0.709,0.362,11,-9.814,1,0.055,0.157,0,0.109,0.113,122.043,251860,4
"772 Love","YNW Melly","230wNo1dnexltKYQbsW7oD",0.676,0.623,6,-7.297,0,0.0352,0.226,1.66e-05,0.159,0.347,111.466,209489,4
"Feeling Whitney","Post Malone","35r28RDot7nPE7y9K9H7l0",0.412,0.227,0,-12.696,1,0.0359,0.787,4.69e-06,0.282,0.226,80.111,257267,4
"I Don't Wanna Do This Anymore","XXXTENTACION","5de9Ho64dovuQI8Uhn5gPD",0.433,0.778,4,-7.681,1,0.041,0.843,0,0.139,0.764,114.208,87561,4
"crash","EDEN","7EkMIQ2PzEzwQroLl6dUvw",0.503,0.212,0,-12.735,0,0.0658,0.872,0.000293,0.12,0.185,118.492,232412,4
"whoa (mind in awe)","XXXTENTACION","7pdF27mSDuPWhppnHAmWHa",0.735,0.525,6,-2.939,0,0.0441,0.653,0.918,0.101,0.369,160.147,157777,4
"Demons","Joji","77UXyXy6qie0sOtLdEIH4A",0.458,0.378,2,-11.354,0,0.15,0.416,0.0919,0.0966,0.037,168.232,176804,3
"Missin You Crazy","Russ","4ve2uzqdwnHr20G5YgMMqr",0.716,0.729,5,-6.313,1,0.117,0.0991,0,0.0842,0.276,131.975,226693,4
"Carry On","XXXTENTACION","2yZax79pOrYuyIFVW2cZY2",0.735,0.197,3,-13.378,0,0.537,0.768,0.000276,0.296,0.383,147.899,129720,4
"20 Min","Lil Uzi Vert","0uxSUdBrJy9Un0EYoBowng",0.773,0.75,8,-4.009,0,0.117,0.109,0,0.174,0.783,123.426,220587,4
"lonely again","gnash","6hmFoos3ZUupYAyCCSuUfW",0.515,0.195,9,-13.635,0,0.112,0.49,0,0.0818,0.0638,169.544,121429,4
"Lucid Dreams","Juice WRLD","285pBltuF7vW8TeWk8hdRR",0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,239836,4
"Ransom","Lil Tecca","1lOe9qE0vR9zwWQAOk6CoO",0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974,131240,4
"Look At Me!","XXXTENTACION","7floNISpH8VF4z4459Qo18",0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,126346,4
"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","0RiRZpuVRbi7oqRdSMwhQY",0.755,0.522,2,-4.368,1,0.0575,0.533,0,0.0685,0.925,89.96,157560,4
"Alexis","Joey Trap","54yT3t8hSaJUvdHer3ZaB1",0.839,0.539,0,-9.238,1,0.0926,0.741,0,0.0966,0.645,124.921,83000,4
"Love Is a Drug","Papithbk","0vQM29chWYNTrqPoirulxI",0.841,0.406,7,-12.389,1,0.358,0.791,0,0.0872,0.384,110.061,97907,4
"Congratulations","Post Malone","3a1lNhkSLSkpJE4MSHpDu9",0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,220293,4
"Everybody Dies In Their Nightmares","XXXTENTACION","3GVkPk8mqxz0itaAriG1L7",0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,95467,4
"Lie","NF","07FkzikE6FuHIa8Ma7zJGc",0.513,0.661,5,-6.419,1,0.24,0.161,0,0.246,0.179,94.791,209213,4
"Ex Bitch","XXXTENTACION","40KuvsFD0zpUFuCcmt5Xm0",0.835,0.462,7,-6.227,1,0.155,0.513,0,0.0875,0.702,78.99,121672,4
"Ain't Nobody Takin My Baby","Russ","6VnqGxiMNexOe0kRmIsBw4",0.696,0.57,0,-9.084,1,0.557,0.673,3.02e-06,0.098,0.329,76.976,189231,4
"Orlando","XXXTENTACION","05bnEv2dpFzmGVLGdjD9UP",0.57,0.0279,1,-22.282,1,0.0588,0.859,0.0892,0.254,0.28,84.902,163840,4
"Candy Paint","Post Malone","32lItqlMi4LBhb4k0BaSaC",0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064,227533,4
"I Fall Apart","Post Malone","75ZvA4QfFiZvzhj2xkaWAh",0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95,223347,4
"Loosing Interest","Timmies","2DIFiLjzVxSUc7YY2k7WDA",0.926,0.199,10,-13.635,0,0.0916,0.51,0.119,0.224,0.763,113.952,117917,4
"Hide (feat. Seezyn)","Juice WRLD","6rz0dTA0PdhXImFV5EjM0w",0.715,0.639,5,-5.017,0,0.0752,0.0622,0,0.157,0.151,149.996,205800,4
"Soft Skin","Timmies","2y1NlQ3jhmmvtybRBLQGXm",0.901,0.108,0,-19.516,0,0.129,0.844,0.00473,0.108,0.716,106.044,117748,4
"Who Needs Love","Trippie Redd","2ktxr00GpTtbMNeBjNeY8D",0.85,0.516,0,-7.664,0,0.0714,0.763,0,0.0896,0.874,108.963,158532,4
"Falling Down - Bonus Track","Lil Peep","4jvjzW7Hm0yK4LvvE0Paz9",0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4
"Lust","Lil Skies","7oJrVhiTPZGBXWPwhxjy9S",0.718,0.767,9,-5.641,1,0.166,0.138,0,0.114,0.519,160.084,156000,4
"Calling My Phone","Lil Tjay","3J8EOeKLTLXORtWPpOU5bE",0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,205458,4
"SAD!","XXXTENTACION","3ee8Jmje8o58CHK66QrVC2",0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4
"Knock Knock","SoFaygo","6aHoPULNO7pSL2ZfUY0bU8",0.669,0.629,1,-6.032,0,0.0657,0.0485,0,0.346,0.683,125.935,139729,4
"XO Tour Llif3","Lil Uzi Vert","7GX5flRQZVHRAGd6B4TmDO",0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,182707,4
"Depression & Obsession","XXXTENTACION","2H3wWrnO758y0fPH7Ilerg",0.769,0.156,11,-10.7,0,0.035,0.585,0.015,0.102,0.527,105.95,144733,4
"Call Me","NAV","1xpXnpIpuvzpx9jz15baJF",0.678,0.395,9,-8.639,0,0.12,0.411,0.00544,0.122,0.136,170.065,215067,4
"Moonlight in Atlanta","Russ","4vzV11MKDc82D9r1YV61MQ",0.514,0.32,9,-9.669,1,0.144,0.891,0,0.0977,0.236,76.916,163500,4
"Sex Sounds","Lil Tjay","5JtvedSVWW9McnoEAPJwQm",0.857,0.427,8,-8.638,1,0.112,0.281,0,0.108,0.366,130.033,162453,4
"Kill Yourself (Part III)","$uicideboy$","0kEZlJh4mK1QRfb3CT5LPk",0.753,0.68,5,-7.092,0,0.0349,0.326,4.15e-05,0.423,0.192,105.977,145078,4
"soda stream sky (feat. KNOWN.)","Powfu","1xVLISbNzP6MlhuwU5wciP",0.609,0.394,0,-10.142,1,0.209,0.757,0.00034,0.127,0.191,172.031,224826,4
"changes","XXXTENTACION","7AFASza1mXqntmGtbxXprO",0.669,0.308,11,-10.068,1,0.029,0.883,0,0.0984,0.52,64.934,121887,4
"Alone","SadBoyProlific","6tAqYm2Wcy2yrPixShJMS6",0.87,0.341,9,-14.15,1,0.439,0.481,0.0027,0.329,0.436,119.054,160105,4
"...And to Those I Love, Thanks for Sticking Around","$uicideboy$","30QR0ndUdiiMQMA9g1PGCm",0.792,0.511,2,-6.876,1,0.0409,0.124,9.04e-05,0.14,0.111,113.983,168490,4
"Falling (feat. blackbear) - blackbear Remix","Trevor Daniel","4dMN3rD80ygXkqyV47DTSG",0.803,0.481,1,-6.503,1,0.0361,0.132,0,0.0921,0.433,127.018,171968,4
"Love Me","Lil Tecca","4e0FYxSROat25pH16zMTZI",0.719,0.538,11,-6.897,0,0.28,0.632,0,0.135,0.803,204.132,117013,4
"bad vibes forever (feat. PnB Rock & Trippie Redd)","XXXTENTACION","03eJ2DclFWXYU8GWgANdmZ",0.8,0.526,8,-5.153,1,0.0716,0.334,0.00174,0.0571,0.746,129.874,150475,4
"Guardian angel","XXXTENTACION","7uqcLJFlSYjVPLUz1vPxkY",0.712,0.374,0,-10.215,0,0.511,0.795,0,0.187,0.779,133.952,108035,4
"Cigarettes and Sex","prxz","71wDmInTs45Pb2ggtLcc71",0.825,0.205,9,-15.117,1,0.233,0.733,0.00086,0.0982,0.449,93.906,120059,4
"Go Flex","Post Malone","5yuShbu70mtHXY0yLzCQLQ",0.665,0.498,5,-8.185,1,0.0832,0.228,0,0.0757,0.127,81.967,179613,4
"Meet Me At Our Spot","THE ANXIETY","07MDkzWARZaLEdKxo6yArG",0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,162680,4
"Sheesh!","Surfaces","3ddNKnYpVx0uI8vcwbTQ5Y",0.743,0.832,5,-3.937,1,0.0611,0.161,0,0.0925,0.801,149.951,148847,4
"Elastic","Joey Purp","4MAADpR6MjelkaZqe3Mgnv",0.966,0.435,1,-4.944,1,0.0674,0.0604,0.22,0.0511,0.561,111.16,126386,4
"Upside Down","JVKE","5TpvLkESnw1g9wDz52efeO",0.88,0.501,2,-6.774,1,0.062,0.0494,0.0695,0.436,0.459,120.038,114500,4
"Roses (with Juice WRLD feat. Brendon Urie)","benny blanco","1KVczjazCcCCgM3gXXUl47",0.612,0.601,8,-7.089,1,0.164,0.168,0,0.117,0.525,147.018,223543,4
"RUNNING OUT OF TIME","Tyler, The Creator","5QvBXUm5MglLJ3iBfTX2Wo",0.36,0.391,6,-10.6,1,0.0528,0.296,0.000406,0.129,0.162,84.281,177227,4
"Empty","Juice WRLD","41MCdlvXOl62B7Kv86Bb1v",0.745,0.561,0,-4.869,1,0.0807,0.0758,0,0.133,0.449,77.557,248431,4
"Shorty","Future","5ExHDzOoOhC4xZGPh9zyQZ",0.795,0.386,10,-10.638,1,0.18,0.245,0,0.0973,0.619,131.971,121000,4
"Without Me (with Juice WRLD)","Halsey","6Zc5f20q7sOe1IC1c1jQvZ",0.744,0.514,6,-6.103,1,0.0746,0.355,0,0.184,0.449,136.013,228816,4
"Intro","Juice WRLD","7LoWAhcGbxSkT6trTqXQR6",0.558,0.384,6,-13.644,0,0.143,0.93,6.79e-05,0.604,0.829,75.956,74866,4
"Reminds Me Of You","Juice WRLD","5YSHygGN9D0mID1NsVd5my",0.613,0.631,4,-6.965,1,0.12,0.0663,0,0.169,0.33,149.992,158033,4
"Hate Me (with Juice WRLD)","Ellie Goulding","6kls8cSlUyHW2BUOkDJIZE",0.657,0.768,8,-4.628,1,0.0507,0.108,0,0.144,0.759,75.025,186223,4
"Real Shit (with benny blanco)","Juice WRLD","3uVPLtkmDu8pDkYEAVqbgS",0.703,0.703,1,-4.672,1,0.133,0.605,0,0.12,0.697,76.017,183783,4
"Betrayal - Skit","Juice WRLD","1p7DC2sFe7aJdO1RZdO3tC",0.637,0.476,1,-18.382,1,0.544,0.786,4.27e-06,0.939,0.262,91.872,64194,5
"Lucid Dreams (feat. Lil Uzi Vert) - Remix","Juice WRLD","4iHMpfDjapiXaYUv41Ssvq",0.443,0.579,6,-6.517,0,0.187,0.125,0,0.284,0.256,83.827,240437,4
"Wishing Well","Juice WRLD","2U5WueTLIK5WJLD7mvDODv",0.65,0.613,9,-6.13,0,0.128,0.00336,0,0.267,0.0804,149.972,194621,4
"Fine China","Future","5274I4mUMnYczyeXkGDWZN",0.656,0.542,7,-7.358,1,0.323,0.0484,0,0.126,0.551,166.111,141587,4
"Candles","Juice WRLD","1wa6QQsdSE3X2GbRljGpFk",0.715,0.574,7,-6.236,1,0.0817,0.373,0,0.174,0.337,157,183703,4
"MoshPit (feat. Juice WRLD)","Kodak Black","4KX8vXbouybtUptEyYxtIk",0.769,0.627,7,-4.064,1,0.262,0.394,0,0.106,0.49,157.938,164038,4
"Up Up And Away","Juice WRLD","7pbg3ABlAZv2NiIdKbBBFm",0.661,0.665,4,-6.356,0,0.053,0.538,0,0.0981,0.486,75.059,147548,4
"Bad Energy","Juice WRLD","7d94IqWX2UmSKMGUYSGFJG",0.654,0.452,7,-6.36,1,0.0439,0.17,0,0.114,0.532,138.034,186749,4
"Karma - Skit","Juice WRLD","4TlZtoFcV9fKSxs3RVy9Td",0.652,0.218,2,-18.186,1,0.206,0.933,5.11e-05,0.591,0.688,114.424,74590,4
"Afterlife","Future","4hEbkVAl2qRs8vZy03tsDi",0.577,0.488,11,-8.252,1,0.418,0.0895,1.1e-05,0.103,0.115,108.238,214253,5
"Man Of The Year","Juice WRLD","7AvprzMsRJpybaalckaT8c",0.621,0.695,4,-5.124,1,0.0911,0.00584,0,0.086,0.298,173.966,136408,4
"Out My Way","Juice WRLD","0baYVkFX4vIXXmIuHRWXDN",0.664,0.832,10,-3.166,0,0.34,0.107,0,0.776,0.498,164.144,156621,4
"Life's A Mess (feat. Halsey)","Juice WRLD","5wWAwzGp2OaaoIkwcz6wZs",0.63,0.446,1,-8.9,1,0.0351,0.337,0,0.166,0.177,143.078,202193,4
